step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
535.0,7,61.0,3.588235294117647,5.1383978022962955,7,114.0,0.16967795137933547,7,114.0,False,,
540.0,9,84.0,6.0,3.143544598879026,9,137.0,0.1643810899492849,9,137.0,False,,
545.0,9,129.0,9.214285714285714,4.088292118849316,9,182.0,0.0968226802368886,9,182.0,False,,
550.0,4,78.0,6.0,3.301992784592782,4,165.0,0.11837779432397018,4,165.0,False,,
555.0,5,103.0,7.923076923076923,4.9665609969707765,5,157.0,0.1501858326823761,5,157.0,False,,
560.0,4,38.0,3.4545454545454546,3.7776039723297443,4,150.0,0.018666026471951713,4,150.0,False,,
565.0,3,43.0,3.3076923076923075,7.245698574874211,3,136.0,0.29524643056451527,3,136.0,False,,
570.0,3,16.0,1.6,6.2857117449885775,3,75.0,0.40242319139866745,3,75.0,False,,
575.0,4,33.0,3.3,6.053458899892198,4,82.0,0.2657648114524333,4,82.0,False,,
580.0,6,57.0,6.333333333333333,3.2035400831158953,6,106.0,0.09859839998659288,6,106.0,False,,
585.0,6,87.0,8.7,4.855724460402483,6,136.0,0.23931034303379367,6,136.0,False,,
590.0,3,57.0,7.125,3.0679065512161605,3,105.0,0.2652295190131993,3,105.0,False,,
595.0,5,76.0,6.909090909090909,4.844704810694826,5,115.0,0.301590594000777,5,115.0,False,,
600.0,0,0.0,0.0,7.140893011896036,0,50.0,0.5096728330173501,0,50.0,False,,
605.0,0,0.0,0.0,7.763060822985334,0,5.0,0.4546890244446374,0,5.0,False,,
610.0,4,14.0,1.0769230769230769,6.37327580305932,4,19.0,0.3483530071648791,4,19.0,False,,
615.0,5,39.0,2.6,8.412845417253296,5,44.0,0.45923579874898124,5,44.0,False,,
620.0,3,27.0,2.076923076923077,5.2811647180642405,3,37.0,0.39648962474690047,3,37.0,False,,
625.0,3,42.0,3.0,5.651774180958542,3,42.0,0.39767822276936143,3,42.0,False,,
630.0,6,48.0,3.0,4.874726642147689,6,48.0,0.2439241330893367,6,48.0,False,,
635.0,8,86.0,5.375,6.068055264851262,8,86.0,0.26925572138435794,8,86.0,False,,
640.0,7,112.0,9.333333333333334,2.2986292961233814,7,112.0,0.014487092091433118,7,112.0,False,,
645.0,8,152.0,11.692307692307692,3.8148649199600944,8,152.0,0.07975200952961405,8,152.0,False,,
650.0,4,106.0,8.153846153846153,4.767114035510411,4,143.0,0.2909741976800922,4,143.0,False,,
655.0,3,111.0,8.538461538461538,6.298925805427635,3,139.0,0.31015036846659755,3,139.0,False,,
660.0,5,130.0,8.666666666666666,5.580631268450516,5,158.0,0.3222223443758223,5,158.0,False,,
665.0,7,165.0,9.166666666666666,7.435738824624297,7,193.0,0.4175964311874872,7,193.0,False,,
670.0,5,38.0,2.7142857142857144,3.470543057293771,5,112.0,0.2804557775628847,5,112.0,False,,
675.0,6,59.0,3.4705882352941178,3.827179072749262,6,101.0,0.23632428354499252,6,101.0,False,,
680.0,8,92.0,4.842105263157895,5.2752762950441126,8,134.0,0.3106193920421238,8,134.0,False,,
685.0,10,140.0,7.0,5.209754796946959,10,182.0,0.2504698641060029,10,182.0,False,,
690.0,8,162.0,8.526315789473685,3.321118661525748,8,213.0,0.2462154243000178,8,213.0,False,,
695.0,8,191.0,8.681818181818182,5.490099683950578,8,239.0,0.39860694487927306,8,239.0,False,,
700.0,5,43.0,1.7916666666666667,5.1754602123385105,5,189.0,0.31215769963907336,5,189.0,False,,
705.0,7,44.0,1.76,5.387573717654735,7,146.0,0.22177820059086928,7,146.0,False,,
710.0,11,72.0,2.769230769230769,4.462357939737393,11,181.0,0.26524646757908543,11,181.0,False,,
715.0,14,140.0,4.516129032258065,6.111496991228064,14,242.0,0.37359075484721493,14,242.0,False,,
720.0,10,97.0,3.03125,4.785335153281978,10,254.0,0.3366080934627011,10,254.0,False,,
725.0,10,118.0,3.6875,4.3531609609525255,10,258.0,0.2712521512420775,10,258.0,False,,
730.0,12,66.0,2.0625,2.891913628004459,12,223.0,0.14066692676933548,12,223.0,False,,
735.0,13,98.0,2.8,4.423383752476151,13,215.0,0.21835007210878277,13,215.0,False,,
740.0,17,150.0,4.838709677419355,2.325488334447073,17,267.0,0.09424484357413947,17,267.0,False,,
745.0,25,262.0,8.1875,2.36986370579239,25,379.0,0.031156836747076703,25,379.0,False,,
750.0,19,262.0,9.03448275862069,1.7692588471064845,19,422.0,0.07929473064152048,19,422.0,False,,
755.0,13,225.0,7.258064516129032,2.9654766618092436,13,440.0,0.13122586082287738,13,440.0,False,,
760.0,8,146.0,4.709677419354839,3.360207108394627,8,422.0,0.18453934349753773,8,422.0,False,,
765.0,11,137.0,4.419354838709677,3.767857835618809,11,415.0,0.1453072141942629,11,415.0,False,,
770.0,13,148.0,4.933333333333334,2.9267035498895995,13,415.0,0.06411436582292475,13,415.0,False,,
775.0,12,173.0,5.9655172413793105,3.6681511605990833,12,423.0,0.11420470149920475,12,423.0,False,,
780.0,11,176.0,6.518518518518518,3.257733544002779,11,418.0,0.17335542307315865,11,418.0,False,,
785.0,11,204.0,7.0344827586206895,4.262237040979087,11,409.0,0.20054755238788477,11,409.0,False,,
790.0,15,232.0,7.483870967741935,4.461997502205011,15,437.0,0.252090762698174,15,437.0,False,,
795.0,17,315.0,9.84375,4.80357469018278,17,520.0,0.25229135876577774,17,520.0,False,,
800.0,14,288.0,9.931034482758621,2.7677361131943785,14,512.0,0.16408635415533446,14,512.0,False,,
805.0,14,290.0,9.35483870967742,2.9683648768505164,14,508.0,0.1336024273429694,14,508.0,False,,
810.0,12,254.0,8.466666666666667,3.09065013319749,12,505.0,0.14775117869909732,12,505.0,False,,
815.0,11,243.0,7.147058823529412,4.2931267375434965,11,522.0,0.19780407360119592,11,522.0,False,,
820.0,17,301.0,9.40625,3.667234967223502,17,580.0,0.1824201453325428,17,580.0,False,,
825.0,23,400.0,11.428571428571429,3.1611690607290774,23,679.0,0.1275958346626126,23,679.0,False,,
830.0,20,460.0,13.529411764705882,2.7407652129355484,20,737.0,0.16370006648235766,20,737.0,False,,
835.0,17,514.0,14.277777777777779,2.743352291654328,17,778.0,0.14534809418275232,17,778.0,False,,
840.0,15,412.0,10.564102564102564,3.049370108416363,15,752.0,0.16749049236962604,15,752.0,False,,
845.0,15,348.0,8.923076923076923,3.19044380746659,15,727.0,0.11636334462825479,15,727.0,False,,
850.0,15,322.0,8.256410256410257,2.678253023798507,15,747.0,0.1395385835064748,15,747.0,False,,
855.0,15,348.0,8.923076923076923,3.3289661537957125,15,778.0,0.1456308501861951,15,778.0,False,,
860.0,15,399.0,10.23076923076923,4.03837180222657,15,797.0,0.1674933835668174,15,797.0,False,,
865.0,15,393.0,10.076923076923077,3.9626992284253344,15,753.0,0.14445069354052656,15,753.0,False,,
870.0,15,414.0,11.18918918918919,3.826742694687962,15,719.0,0.1712463802349491,15,719.0,False,,
875.0,13,401.0,11.457142857142857,2.5443881464570928,13,752.0,0.11657013630915757,13,752.0,False,,
880.0,15,446.0,12.054054054054054,3.507924790729104,15,787.0,0.14832568037296318,15,787.0,False,,
885.0,19,450.0,12.5,3.0664977619851,19,807.0,0.16788226108524873,19,807.0,False,,
890.0,24,558.0,15.08108108108108,3.187066693753383,24,902.0,0.12400520854170693,24,902.0,False,,
895.0,21,560.0,16.470588235294116,1.8551527452849748,21,913.0,0.0772606133582608,21,913.0,False,,
900.0,18,568.0,15.35135135135135,3.080754734765139,18,919.0,0.12744581575232763,18,919.0,False,,
905.0,16,494.0,13.0,3.460063412505046,16,932.0,0.2031544513435987,16,932.0,False,,
910.0,13,470.0,12.051282051282051,3.3687231649001355,13,954.0,0.1308199744608195,13,954.0,False,,
915.0,17,95.0,2.5,2.465073192862941,17,642.0,0.12442488455244084,17,642.0,False,,
920.0,22,197.0,4.690476190476191,3.665694145827539,22,719.0,0.18692440177168632,22,719.0,False,,
925.0,22,205.0,5.125,2.2584329301820403,22,719.0,0.1031748742021451,22,719.0,False,,
930.0,22,231.0,5.634146341463414,2.8825414277709025,22,719.0,0.12630833275317221,22,719.0,False,,
935.0,16,143.0,3.6666666666666665,2.377974664622187,16,730.0,0.11178467448873242,16,730.0,False,,
940.0,17,134.0,3.268292682926829,2.989828200907614,17,736.0,0.11731208002490359,17,736.0,False,,
945.0,15,86.0,2.15,2.4521910285025896,15,721.0,0.10176921646199572,15,721.0,False,,
950.0,16,121.0,2.951219512195122,3.4018369120026133,16,712.0,0.14364529773920146,16,712.0,False,,
955.0,15,167.0,4.394736842105263,3.181481788895496,15,659.0,0.10687231708151768,15,659.0,False,,
960.0,14,155.0,3.9743589743589745,4.00274208438379,14,639.0,0.14510848026318945,14,639.0,False,,
965.0,15,148.0,3.8947368421052633,3.7506206274536176,15,635.0,0.17037915214006702,15,635.0,False,,
970.0,15,145.0,4.027777777777778,2.8696288011777584,15,644.0,0.15912301097399503,15,644.0,False,,
975.0,11,142.0,3.4634146341463414,4.085968851622263,11,639.0,0.20828836017268473,11,639.0,False,,
980.0,16,159.0,4.076923076923077,3.3362506968721264,16,621.0,0.16172154082917065,16,621.0,False,,
985.0,19,213.0,5.325,3.3470967748900478,19,627.0,0.13848041357768898,19,627.0,False,,
990.0,15,211.0,5.552631578947368,2.285351842376566,15,654.0,0.1024585436787845,15,654.0,False,,
995.0,16,234.0,5.7073170731707314,3.631073787633778,16,671.0,0.16034652413286185,16,671.0,False,,
1000.0,18,259.0,6.475,3.082104036464348,18,677.0,0.1775578653675843,18,677.0,False,,
1005.0,18,288.0,6.6976744186046515,3.546408457600287,18,697.0,0.16970534059487546,18,697.0,False,,
1010.0,19,236.0,5.7560975609756095,2.979566722457999,19,709.0,0.13734699186897462,19,709.0,False,,
1015.0,25,351.0,8.162790697674419,2.9914299003493294,25,792.0,0.10343158989103134,25,792.0,False,,
1020.0,28,437.0,10.658536585365853,1.6267850817219576,28,857.0,0.0648612979739249,28,857.0,False,,
1025.0,20,481.0,12.025,2.3136801373195395,20,905.0,0.10125811842608708,20,905.0,False,,
1030.0,17,383.0,9.575,2.171281579724821,17,882.0,0.10827800180571948,17,882.0,False,,
1035.0,16,315.0,7.5,3.197380756537143,16,857.0,0.1375531773086161,16,857.0,False,,
1040.0,19,310.0,8.157894736842104,1.8295976504800375,19,861.0,0.062313143116693,19,861.0,False,,
1045.0,18,337.0,8.023809523809524,3.333972204391575,18,874.0,0.13892657331271377,18,874.0,False,,
1050.0,16,389.0,9.725,3.35935093506762,16,853.0,0.15699813794836215,16,853.0,False,,
1055.0,17,212.0,4.818181818181818,4.148055841029416,17,787.0,0.18409344921844675,17,787.0,False,,
1060.0,23,303.0,7.390243902439025,3.48094776681343,23,809.0,0.16380091396155289,23,809.0,False,,
1065.0,24,278.0,7.128205128205129,1.771234371925771,24,795.0,0.09743301288649298,24,795.0,False,,
1070.0,22,272.0,6.325581395348837,3.067300433742649,22,790.0,0.16362593355672858,22,790.0,False,,
1075.0,16,216.0,5.2682926829268295,1.763544708042949,16,796.0,0.064056248655913,16,796.0,False,,
1080.0,16,190.0,4.4186046511627906,2.949845126710118,16,804.0,0.10410332630716723,16,804.0,False,,
1085.0,15,165.0,4.024390243902439,2.303512168331755,15,769.0,0.10379341180825746,15,769.0,False,,
1090.0,17,188.0,4.476190476190476,2.8957422850732697,17,805.0,0.10312053236514522,17,805.0,False,,
1095.0,18,205.0,5.125,1.8923189894543675,18,798.0,0.06070978138041636,18,798.0,False,,
1100.0,15,229.0,5.725,2.91054276530838,15,813.0,0.11539059431098796,15,813.0,False,,
1105.0,17,195.0,4.7560975609756095,2.838165714113764,17,805.0,0.17086551243893566,17,805.0,False,,
1110.0,27,309.0,6.866666666666666,3.043777205324722,27,868.0,0.14396178784215177,27,868.0,False,,
1115.0,26,331.0,7.355555555555555,2.2955506526513876,26,892.0,0.1229725210192952,26,892.0,False,,
1120.0,27,360.0,7.826086956521739,2.088401986258638,27,910.0,0.09680474855858588,27,910.0,False,,
1125.0,22,315.0,6.5625,2.3490735082138783,22,945.0,0.12834785909269103,22,945.0,False,,
1130.0,18,272.0,5.44,3.3013740309184785,18,962.0,0.1630584244287912,18,962.0,False,,
1135.0,20,307.0,6.14,3.5933545849540307,20,917.0,0.1838665489346631,20,917.0,False,,
1140.0,19,297.0,5.94,3.410023665499745,19,891.0,0.1358598146501942,19,891.0,False,,
1145.0,19,313.0,6.387755102040816,3.036628538917609,19,876.0,0.11794509183178889,19,876.0,False,,
1150.0,22,255.0,5.795454545454546,1.8217539280264292,22,924.0,0.0689360287884041,22,924.0,False,,
1155.0,31,387.0,8.795454545454545,1.81697847175381,31,1018.0,0.02464269737336204,31,1018.0,False,,
1160.0,30,488.0,11.619047619047619,1.5010251400495123,30,1093.0,0.04601055560089605,30,1093.0,False,,
1165.0,22,545.0,12.386363636363637,2.9133013808634023,22,1144.0,0.11106116813652499,22,1144.0,False,,
1170.0,19,457.0,10.155555555555555,2.5968236252801575,19,1118.0,0.15208466655395533,19,1118.0,False,,
1175.0,20,364.0,7.428571428571429,3.3568406652221867,20,1098.0,0.16132336770548528,20,1098.0,False,,
1180.0,19,305.0,6.224489795918367,2.899035061618796,19,1110.0,0.16244679959877759,19,1110.0,False,,
1185.0,19,321.0,6.294117647058823,2.753801439597868,19,1128.0,0.11811185083110447,19,1128.0,False,,
1190.0,19,324.0,6.352941176470588,2.4829848421613185,19,1113.0,0.11891688863945027,19,1113.0,False,,
1195.0,21,361.0,6.811320754716981,2.9928338154862377,21,1107.0,0.14305236181347378,21,1107.0,False,,
1200.0,26,374.0,7.1923076923076925,2.4671940423982246,26,1143.0,0.13576053698017904,26,1143.0,False,,
1205.0,30,498.0,9.576923076923077,2.1067331627056114,30,1267.0,0.062418930997052466,30,1267.0,False,,
1210.0,34,557.0,11.604166666666666,1.0583023982458393,34,1327.0,0.01463835642673546,34,1327.0,False,,
1215.0,28,545.0,11.122448979591837,2.2141041956113607,28,1381.0,0.06297473844131399,28,1381.0,False,,
1220.0,23,481.0,10.23404255319149,1.8321199931132348,23,1382.0,0.08219634650963617,23,1382.0,False,,
1225.0,21,456.0,9.12,2.7082058890165883,21,1363.0,0.10929313408682895,21,1363.0,False,,
1230.0,23,447.0,9.3125,1.9980923374628556,23,1366.0,0.09033049780411131,23,1366.0,False,,
1235.0,17,423.0,8.63265306122449,2.7898255478545333,17,1364.0,0.10964855532827895,17,1364.0,False,,
1240.0,23,439.0,8.78,2.572928258361537,23,1428.0,0.13909918327305607,23,1428.0,False,,
1245.0,30,545.0,10.48076923076923,2.9897519133903723,30,1528.0,0.1464947201030184,30,1528.0,False,,
1250.0,33,648.0,12.461538461538462,1.9350118622655954,33,1590.0,0.12206381103184188,33,1590.0,False,,
1255.0,30,737.0,13.90566037735849,1.6730807495801012,30,1669.0,0.06808566228183968,30,1669.0,False,,
1260.0,25,671.0,12.903846153846153,1.4882826364649484,25,1650.0,0.059557101175986435,25,1650.0,False,,
1265.0,25,657.0,12.39622641509434,2.185423534103673,25,1628.0,0.07183413311398906,25,1628.0,False,,
1270.0,27,227.0,4.54,1.606229348445421,27,1388.0,0.06830958024310362,27,1388.0,False,,
1275.0,29,259.0,5.18,2.211981864189889,29,1478.0,0.06675642952859745,29,1478.0,False,,
1280.0,31,302.0,6.163265306122449,1.7161995135979582,31,1521.0,0.07165247317907258,31,1521.0,False,,
1285.0,27,288.0,5.433962264150943,2.8293329546081,27,1597.0,0.13276710922386625,27,1597.0,False,,
1290.0,24,214.0,4.196078431372549,2.1627922168650473,24,1567.0,0.11320876532344784,24,1567.0,False,,
1295.0,24,204.0,3.642857142857143,3.2841073508622562,24,1533.0,0.16805484509375157,24,1533.0,False,,
1300.0,26,254.0,4.703703703703703,2.0146015342514008,26,1642.0,0.08007101442006702,26,1642.0,False,,
1305.0,39,411.0,7.339285714285714,1.869999504336604,39,1813.0,0.07043871860018176,39,1813.0,False,,
1310.0,39,493.0,8.963636363636363,0.896269962182493,39,1874.0,0.05257648913695567,39,1874.0,False,,
1315.0,36,491.0,8.927272727272728,1.0021761166388936,36,1925.0,0.030476142609108442,36,1925.0,False,,
1320.0,29,540.0,9.473684210526315,2.2087873438413106,29,1926.0,0.09787141252580038,29,1926.0,False,,
1325.0,23,466.0,7.639344262295082,3.2969579169630667,23,1879.0,0.15391559505294117,23,1879.0,False,,
1330.0,21,396.0,6.387096774193548,3.208612776256362,21,1844.0,0.1639375201041894,21,1844.0,False,,
1335.0,26,170.0,2.8333333333333335,2.1048258980345405,26,1817.0,0.10071023054790618,26,1817.0,False,,
1340.0,33,268.0,4.5423728813559325,1.701728679286727,33,1855.0,0.04852480898779407,33,1855.0,False,,
1345.0,38,347.0,5.688524590163935,1.8301579250090623,38,1902.0,0.0857404051837691,38,1902.0,False,,
1350.0,37,411.0,6.2272727272727275,2.387161769498044,37,1935.0,0.10582489022212763,37,1935.0,False,,
1355.0,35,390.0,6.0,2.1748659151603866,35,1942.0,0.11744329626396945,35,1942.0,False,,
1360.0,36,370.0,5.36231884057971,2.5533497922049917,36,1957.0,0.12640935973365233,36,1957.0,False,,
1365.0,36,497.0,7.53030303030303,2.1703534164570852,36,1864.0,0.1036501891478581,36,1864.0,False,,
1370.0,35,531.0,7.925373134328358,2.2657528530512208,35,1894.0,0.07518109593727625,35,1894.0,False,,
